# File with transport data and reaction rates for an air chemistry.
# Transport data calculated using the offline BOLSIG+ solver with data from the Phelps database (N2, O2).
# The reactions are primarily from:
# Kossyi:1992 (https://doi.org/10.1088/0963-0252/1/3/011)
# Gordiets:1995 (https://doi.org/10.1109/27.467998) 
# Aleksandrov:1999 (https://doi.org/10.1088/0963-0252/8/2/309)
# Fresnet:2002 (https://doi.org/10.1088/0963-0252/11/2/305)
# Tochikubo:2002 (https://doi.org/10/d9tq56)
# Atkinson:2004 (https://doi.org/10.5194/acp-4-1461-2004)
# Florescu:2006 (https://doi.org/10.1016/j.physrep.2006.04.002)
# Gordillo:2008 (https://doi.org/10.1088/0022-3727/41/23/234016)
# Popov:2011 (https://doi.org/10.1088/0022-3727/44/28/285201)
# Panchesnyi:2013 (https://doi.org/10.1088/0022-3727/46/15/155201)
# Note that e + NO2 -> NO2- and N(^2D) + NO -> N2O have actually three-body nature

reaction_list
------------------
# Rotational excitation
e + N2 -> e + N2*(J),field_table,C2 N2 Excitation 0.020 eV
e + O2 -> e + O2*(J),field_table,C30 O2 Excitation 0.020 eV
# Vibrational excitation
e + N2 -> e + N2*(v1),field_table,C3 N2 Excitation 0.29 eV
e + N2 -> e + N2*(v1),field_table,C4 N2 Excitation 0.29 eV
e + N2 -> e + N2*(v2),field_table,C5 N2 Excitation 0.59 eV
e + N2 -> e + N2*(v3),field_table,C6 N2 Excitation 0.88 eV
e + N2 -> e + N2*(v4),field_table,C7 N2 Excitation 1.17 eV
e + N2 -> e + N2*(v5),field_table,C8 N2 Excitation 1.47 eV
e + N2 -> e + N2*(v6),field_table,C9 N2 Excitation 1.76 eV
e + N2 -> e + N2*(v7),field_table,C10 N2 Excitation 2.06 eV
e + N2 -> e + N2*(v8),field_table,C11 N2 Excitation 2.35 eV
e + O2 -> e + O2*(v1),field_table,C31 O2 Excitation 0.19 eV
e + O2 -> e + O2*(v1),field_table,C32 O2 Excitation 0.19 eV
e + O2 -> e + O2*(v2),field_table,C33 O2 Excitation 0.38 eV
e + O2 -> e + O2*(v2),field_table,C34 O2 Excitation 0.38 eV
e + O2 -> e + O2*(v3),field_table,C35 O2 Excitation 0.57 eV
e + O2 -> e + O2*(v4),field_table,C36 O2 Excitation 0.75 eV
# Electronic excitation
e + N2 -> e + N2*(A),field_table,C12 N2 Excitation 6.17 eV
e + N2 -> e + N2*(A),field_table,C13 N2 Excitation 7.00 eV
e + N2 -> e + N2*(B),field_table,C14 N2 Excitation 7.35 eV
e + N2 -> e + N2*(B),field_table,C15 N2 Excitation 7.36 eV
e + N2 -> e + N2*(B),field_table,C16 N2 Excitation 7.80 eV
e + N2 -> e + N2*(B),field_table,C17 N2 Excitation 8.16 eV
e + N2 -> e + N2*(a),field_table,C18 N2 Excitation 8.40 eV
e + N2 -> e + N2*(a),field_table,C19 N2 Excitation 8.55 eV
e + N2 -> e + N2*(a),field_table,C20 N2 Excitation 8.89 eV
e + N2 -> e + N2*(C),field_table,C21 N2 Excitation 11.03 eV
e + N2 -> e + N2*(E),field_table,C22 N2 Excitation 11.87 eV
e + N2 -> e + N2*(E),field_table,C23 N2 Excitation 12.25 eV
e + O2 -> e + O2*(a),field_table,C37 O2 Excitation 0.98 eV
e + O2 -> e + O2*(b),field_table,C38 O2 Excitation 1.63 eV
e + O2 -> e + O2*(A),field_table,C39 O2 Excitation 4.50 eV
# Dissociation
e + N2 -> e + N(^4S) + N(^2D),field_table,C24 N2 Excitation 13.00 eV
e + O2 -> e + O(^3P) + O(^3P),field_table,C40 O2 Excitation 6.00 eV
e + O2 -> e + O(^3P) + O(^1D),field_table,C41 O2 Excitation 8.40 eV
e + O2 -> e + O(^3P) + O(^1S),field_table,C42 O2 Excitation 9.97 eV
# Ionization
e + N2 -> e + e + N2+,field_table,C25 N2 Ionization 15.60 eV
e + N2 -> e + e + N2+,field_table,C26 N2 Ionization 18.80 eV
e + O2 -> e + e + O2+,field_table,C43 O2 Ionization 12.06 eV
# Attachment
e + O2 + O2 -> O2- + O2,field_table,C27 O2 Attachment
e + O2 -> O- + O(^3P),field_table,C28 O2 Attachment
5.415999999999999659e+01 6.731000000000000228e-25
5.671999999999999886e+01 8.681999999999999295e-25
5.940999999999999659e+01 1.103999999999999997e-24
6.222999999999999687e+01 1.383999999999999938e-24
6.517000000000000171e+01 1.711000000000000115e-24
6.826000000000000512e+01 2.087000000000000152e-24
7.148999999999999488e+01 2.513000000000000048e-24
7.487999999999999545e+01 2.985000000000000181e-24
7.843000000000000682e+01 3.502000000000000003e-24
8.214000000000000057e+01 4.056999999999999717e-24
8.603000000000000114e+01 4.644000000000000075e-24
9.010999999999999943e+01 5.250000000000000196e-24
9.437999999999999545e+01 5.867000000000000102e-24
9.884999999999999432e+01 6.481999999999999647e-24
1.035000000000000000e+02 7.083999999999999779e-24
1.084000000000000057e+02 7.667999999999999595e-24
1.135999999999999943e+02 8.211999999999999524e-24
1.190000000000000000e+02 8.712000000000000312e-24
1.245999999999999943e+02 9.161999999999999406e-24
1.305000000000000000e+02 9.556000000000000127e-24
1.366999999999999886e+02 9.892999999999999356e-24
1.430999999999999943e+02 1.016999999999999949e-23
1.499000000000000057e+02 1.038000000000000073e-23
1.570000000000000000e+02 1.054000000000000028e-23
1.645000000000000000e+02 1.064000000000000073e-23
1.723000000000000114e+02 1.068000000000000062e-23
1.804000000000000057e+02 1.068000000000000062e-23
1.890000000000000000e+02 1.063000000000000039e-23
1.979000000000000057e+02 1.054000000000000028e-23
2.073000000000000114e+02 1.042000000000000062e-23
2.170999999999999943e+02 1.026999999999999994e-23
2.274000000000000057e+02 1.007999999999999938e-23
2.381999999999999886e+02 9.882000000000000306e-24
2.495000000000000000e+02 9.661000000000000013e-24
2.613000000000000114e+02 9.422999999999999585e-24
2.736000000000000227e+02 9.174000000000000106e-24
2.866000000000000227e+02 8.915000000000000289e-24
3.001999999999999886e+02 8.649999999999999386e-24
3.143999999999999773e+02 8.379000000000000337e-24
3.293000000000000114e+02 8.106999999999999638e-24
3.448999999999999773e+02 7.833000000000000046e-24
3.611999999999999886e+02 7.560000000000000635e-24
3.783000000000000114e+02 7.289000000000000117e-24
3.963000000000000114e+02 7.021000000000000141e-24
4.150000000000000000e+02 6.756999999999999419e-24
4.346999999999999886e+02 6.497000000000000155e-24
4.553000000000000114e+02 6.243999999999999953e-24
4.768999999999999773e+02 5.995999999999999921e-24
4.995000000000000000e+02 5.754999999999999685e-24
5.231000000000000227e+02 5.520999999999999980e-24
5.478999999999999773e+02 5.294000000000000072e-24
5.737999999999999545e+02 5.073999999999999960e-24
6.010000000000000000e+02 4.861999999999999826e-24
6.295000000000000000e+02 4.657000000000000222e-24
6.592999999999999545e+02 4.459999999999999862e-24
6.906000000000000227e+02 4.271000000000000213e-24
7.232999999999999545e+02 4.089000000000000361e-24
7.575000000000000000e+02 3.914000000000000306e-24
7.933999999999999773e+02 3.747000000000000227e-24
8.310000000000000000e+02 3.588000000000000127e-24
8.703999999999999773e+02 3.434999999999999641e-24
9.116000000000000227e+02 3.289000000000000055e-24
9.547999999999999545e+02 3.149999999999999897e-24
1.000000000000000000e+03 3.017999999999999904e-24
-----------------------


C2 N2 Excitation 0.020 eV
COMMENT: generated by bolsig_convert.py
-----------------------
1.000000000000000056e-01 3.560000000000000162e-17
1.047000000000000014e-01 3.639999999999999737e-17
1.097000000000000058e-01 3.721999999999999762e-17
1.149000000000000021e-01 3.803999999999999788e-17
1.203000000000000042e-01 3.888000000000000266e-17
1.260000000000000009e-01 3.972000000000000127e-17
1.320000000000000062e-01 4.056999999999999906e-17
1.383000000000000063e-01 4.142000000000000301e-17
1.448000000000000120e-01 4.227000000000000080e-17
1.517000000000000015e-01 4.310999999999999941e-17
1.589000000000000135e-01 4.393999999999999884e-17
1.663999999999999924e-01 4.476999999999999828e-17
1.743000000000000105e-01 4.558999999999999854e-17
1.824999999999999956e-01 4.639999999999999962e-17
1.912000000000000088e-01 4.719000000000000235e-17
2.001999999999999891e-01 4.796999999999999974e-17
2.096999999999999975e-01 4.873999999999999796e-17
2.195999999999999897e-01 4.948999999999999782e-17
2.300000000000000100e-01 5.023999999999999768e-17
2.409000000000000030e-01 5.096999999999999919e-17
2.524000000000000132e-01 5.169000000000000152e-17
2.642999999999999794e-01 5.240999999999999769e-17
2.767999999999999905e-01 5.312000000000000084e-17
2.898999999999999910e-01 5.381999999999999866e-17
3.037000000000000255e-01 5.452000000000000264e-17
3.180999999999999939e-01 5.522000000000000045e-17
3.331000000000000072e-01 5.592000000000000443e-17
3.488999999999999879e-01 5.661999999999999609e-17
3.654000000000000026e-01 5.732000000000000006e-17
3.826999999999999846e-01 5.803000000000000322e-17
4.008999999999999786e-01 5.873999999999999405e-17
4.198999999999999955e-01 5.945999999999999638e-17
4.398000000000000242e-01 6.018999999999999789e-17
4.606000000000000094e-01 6.092999999999999857e-17
4.823999999999999955e-01 6.167999999999999843e-17
5.052999999999999714e-01 6.243999999999999747e-17
5.292000000000000037e-01 6.321999999999999486e-17
5.543000000000000149e-01 6.402000000000000293e-17
5.805000000000000160e-01 6.483999999999999703e-17
6.079999999999999849e-01 6.569000000000000098e-17
6.368000000000000327e-01 6.656000000000000328e-17
6.670000000000000373e-01 6.746000000000000312e-17
6.985999999999999988e-01 6.839999999999999965e-17
7.317000000000000171e-01 6.938000000000000523e-17
7.662999999999999812e-01 7.039999999999999518e-17
8.025999999999999801e-01 7.147000000000000566e-17
8.407000000000000028e-01 7.260999999999999805e-17
8.804999999999999494e-01 7.380999999999999783e-17
9.222000000000000197e-01 7.509000000000000335e-17
9.658999999999999808e-01 7.646000000000000145e-17
1.012000000000000011e+00 7.792000000000000447e-17
1.060000000000000053e+00 7.949999999999999760e-17
1.110000000000000098e+00 8.118999999999999400e-17
1.161999999999999922e+00 8.301000000000000434e-17
1.217000000000000082e+00 8.498000000000000234e-17
1.274999999999999911e+00 8.709000000000000112e-17
1.334999999999999964e+00 8.936999999999999824e-17
1.399000000000000021e+00 9.180999999999999450e-17
1.465000000000000080e+00 9.443000000000000059e-17
1.534000000000000030e+00 9.723000000000000418e-17
1.606999999999999984e+00 1.002000000000000061e-16
1.683000000000000052e+00 1.034000000000000014e-16
1.762999999999999901e+00 1.067000000000000008e-16
1.846000000000000085e+00 1.101999999999999960e-16
1.933999999999999941e+00 1.139000000000000118e-16
2.025999999999999801e+00 1.178000000000000110e-16
2.120999999999999996e+00 1.218000000000000021e-16
2.221999999999999975e+00 1.260000000000000013e-16
2.326999999999999957e+00 1.302999999999999923e-16
2.436999999999999833e+00 1.347999999999999915e-16
2.552999999999999936e+00 1.394000000000000070e-16
2.673999999999999932e+00 1.440999999999999897e-16
2.801000000000000156e+00 1.490000000000000053e-16
2.932999999999999829e+00 1.539999999999999879e-16
3.072000000000000064e+00 1.592000000000000034e-16
3.217999999999999972e+00 1.645000000000000106e-16
3.370000000000000107e+00 1.700000000000000014e-16
3.529999999999999805e+00 1.756000000000000086e-16
3.697000000000000064e+00 1.813999999999999993e-16
3.871999999999999886e+00 1.873999999999999982e-16
4.054999999999999716e+00 1.934999999999999888e-16
4.248000000000000220e+00 1.999000000000000041e-16
4.448999999999999844e+00 2.065000000000000028e-16
4.660000000000000142e+00 2.133000000000000098e-16
4.879999999999999893e+00 2.203999999999999920e-16
5.110999999999999766e+00 2.278000000000000235e-16
5.354000000000000092e+00 2.353999999999999893e-16
5.607000000000000206e+00 2.434000000000000206e-16
5.873000000000000220e+00 2.516999999999999780e-16
6.150999999999999801e+00 2.604000000000000011e-16
6.442000000000000171e+00 2.694999999999999912e-16
6.748000000000000220e+00 2.789000000000000059e-16
7.067000000000000171e+00 2.887999999999999794e-16
7.402000000000000135e+00 2.992000000000000103e-16
7.753000000000000114e+00 3.100000000000000083e-16
8.119999999999999218e+00 3.214000000000000062e-16
8.503999999999999559e+00 3.333000000000000122e-16
8.907000000000000028e+00 3.456999999999999770e-16
9.329000000000000625e+00 3.587999999999999828e-16
9.771000000000000796e+00 3.724999999999999885e-16
1.023000000000000043e+01 3.867999999999999941e-16
1.072000000000000064e+01 4.018999999999999831e-16
1.123000000000000043e+01 4.177000000000000130e-16
1.175999999999999979e+01 4.342999999999999771e-16
1.232000000000000028e+01 4.517000000000000231e-16
1.290000000000000036e+01 4.700000000000000444e-16
1.350999999999999979e+01 4.892000000000000409e-16
1.415000000000000036e+01 5.093999999999999549e-16
1.482000000000000028e+01 5.307999999999999674e-16
1.551999999999999957e+01 5.533000000000000372e-16
1.626000000000000156e+01 5.768999999999999671e-16
1.703000000000000114e+01 6.018000000000000364e-16
1.782999999999999829e+01 6.282999999999999740e-16
1.867999999999999972e+01 6.560999999999999524e-16
1.955999999999999872e+01 6.854999999999999963e-16
2.048999999999999844e+01 7.166999999999999905e-16
2.146000000000000085e+01 7.495999999999999926e-16
2.248000000000000043e+01 7.843999999999999862e-16
2.353999999999999915e+01 8.213999999999999957e-16
2.466000000000000014e+01 8.604999999999999803e-16
2.582999999999999829e+01 9.020000000000000630e-16
2.705000000000000071e+01 9.459999999999999891e-16
2.832999999999999829e+01 9.926999999999999394e-16
2.967000000000000171e+01 1.041999999999999971e-15
3.107999999999999829e+01 1.095000000000000044e-15
3.254999999999999716e+01 1.150999999999999968e-15
3.409000000000000341e+01 1.209999999999999940e-15
3.571000000000000085e+01 1.272999999999999978e-15
3.739999999999999858e+01 1.339000000000000064e-15
3.917000000000000171e+01 1.410000000000000035e-15
4.103000000000000114e+01 1.485000000000000070e-15
4.296999999999999886e+01 1.562999999999999957e-15
4.500999999999999801e+01 1.645999999999999925e-15
4.714000000000000057e+01 1.732999999999999958e-15
4.936999999999999744e+01 1.824999999999999876e-15
5.171000000000000085e+01 1.920000000000000039e-15
5.415999999999999659e+01 2.018000000000000053e-15
5.671999999999999886e+01 2.120999999999999952e-15
5.940999999999999659e+01 2.225999999999999883e-15
6.222999999999999687e+01 2.332999999999999847e-15
6.517000000000000171e+01 2.441999999999999843e-15
6.826000000000000512e+01 2.550999999999999840e-15
7.148999999999999488e+01 2.657999999999999803e-15
7.487999999999999545e+01 2.761999999999999916e-15
7.843000000000000682e+01 2.861999999999999963e-15
8.214000000000000057e+01 2.955999999999999913e-15
8.603000000000000114e+01 3.042000000000000127e-15
9.010999999999999943e+01 3.119999999999999816e-15
9.437999999999999545e+01 3.188000000000000133e-15
9.884999999999999432e+01 3.245999999999999892e-15
1.035000000000000000e+02 3.291999999999999850e-15
1.084000000000000057e+02 3.326000000000000008e-15
1.135999999999999943e+02 3.347000000000000152e-15
1.190000000000000000e+02 3.358000000000000134e-15
1.245999999999999943e+02 3.356000000000000101e-15
1.305000000000000000e+02 3.343999999999999906e-15
1.366999999999999886e+02 3.321999999999999943e-15
1.430999999999999943e+02 3.291000000000000031e-15
1.499000000000000057e+02 3.252999999999999808e-15
1.570000000000000000e+02 3.208000000000000063e-15
1.645000000000000000e+02 3.156000000000000007e-15
1.723000000000000114e+02 3.099000000000000067e-15
1.804000000000000057e+02 3.038999999999999881e-15
1.890000000000000000e+02 2.975000000000000024e-15
1.979000000000000057e+02 2.909000000000000135e-15
2.073000000000000114e+02 2.840999999999999819e-15
2.170999999999999943e+02 2.770999999999999865e-15
2.274000000000000057e+02 2.700000000000000091e-15
2.381999999999999886e+02 2.628999999999999924e-15
2.495000000000000000e+02 2.556999999999999937e-15
2.613000000000000114e+02 2.484999999999999951e-15
2.736000000000000227e+02 2.414000000000000177e-15
2.866000000000000227e+02 2.342000000000000191e-15
3.001999999999999886e+02 2.271999999999999842e-15
3.143999999999999773e+02 2.201999999999999888e-15
3.293000000000000114e+02 2.133000000000000147e-15
3.448999999999999773e+02 2.064000000000000012e-15
3.611999999999999886e+02 1.996999999999999909e-15
3.783000000000000114e+02 1.929999999999999807e-15
3.963000000000000114e+02 1.865000000000000131e-15
4.150000000000000000e+02 1.800000000000000061e-15
4.346999999999999886e+02 1.737000000000000023e-15
4.553000000000000114e+02 1.675000000000000002e-15
4.768999999999999773e+02 1.615000000000000013e-15
4.995000000000000000e+02 1.555000000000000024e-15
5.231000000000000227e+02 1.497000000000000068e-15
5.478999999999999773e+02 1.439999999999999930e-15
5.737999999999999545e+02 1.384000000000000007e-15
6.010000000000000000e+02 1.329999999999999918e-15
6.295000000000000000e+02 1.277000000000000043e-15
6.592999999999999545e+02 1.224999999999999987e-15
6.906000000000000227e+02 1.174999999999999963e-15
7.232999999999999545e+02 1.125999999999999956e-15
7.575000000000000000e+02 1.077999999999999965e-15
7.933999999999999773e+02 1.032000000000000006e-15
8.310000000000000000e+02 9.874000000000000307e-16
8.703999999999999773e+02 9.438000000000000717e-16
9.116000000000000227e+02 9.017000000000000384e-16
9.547999999999999545e+02 8.609999999999999884e-16
1.000000000000000000e+03 8.215999999999999793e-16
-----------------------


C3 N2 Excitation 0.29 eV
COMMENT: generated by bolsig_convert.py
-----------------------
1.000000000000000056e-01 9.730000000000000419e-21
1.047000000000000014e-01 1.187000000000000044e-20
1.097000000000000058e-01 1.449999999999999988e-20
1.149000000000000021e-01 1.771999999999999905e-20
1.203000000000000042e-01 2.164000000000000038e-20
1.260000000000000009e-01 2.638999999999999858e-20
1.320000000000000062e-01 3.210999999999999949e-20
1.383000000000000063e-01 3.896999999999999732e-20
1.448000000000000120e-01 4.715000000000000045e-20
1.517000000000000015e-01 5.681999999999999406e-20
1.589000000000000135e-01 6.818999999999999596e-20
1.663999999999999924e-01 8.147999999999999900e-20
1.743000000000000105e-01 9.688999999999999780e-20
1.824999999999999956e-01 1.146000000000000007e-19
1.912000000000000088e-01 1.350000000000000039e-19
2.001999999999999891e-01 1.581000000000000004e-19
2.096999999999999975e-01 1.843000000000000035e-19
2.195999999999999897e-01 2.136999999999999924e-19
2.300000000000000100e-01 2.466000000000000013e-19
2.409000000000000030e-01 2.832000000000000126e-19
2.524000000000000132e-01 3.236000000000000057e-19
2.642999999999999794e-01 3.681999999999999937e-19
2.767999999999999905e-01 4.170999999999999800e-19
2.898999999999999910e-01 4.706000000000000227e-19
3.037000000000000255e-01 5.288000000000000289e-19
3.180999999999999939e-01 5.920000000000000085e-19
3.331000000000000072e-01 6.602999999999999647e-19
3.488999999999999879e-01 7.341000000000000073e-19
3.654000000000000026e-01 8.136000000000000465e-19
3.826999999999999846e-01 8.989000000000000856e-19
4.008999999999999786e-01 9.903000000000000384e-19
4.198999999999999955e-01 1.087999999999999911e-18
4.398000000000000242e-01 1.192999999999999931e-18
4.606000000000000094e-01 1.304999999999999989e-18
4.823999999999999955e-01 1.424000000000000088e-18
5.052999999999999714e-01 1.551000000000000067e-18
5.292000000000000037e-01 1.686999999999999960e-18
5.543000000000000149e-01 1.831000000000000118e-18
5.805000000000000160e-01 1.984999999999999838e-18
6.079999999999999849e-01 2.148999999999999890e-18
6.368000000000000327e-01 2.324000000000000114e-18
6.670000000000000373e-01 2.512000000000000192e-18
6.985999999999999988e-01 2.713000000000000124e-18
7.317000000000000171e-01 2.929999999999999817e-18
7.662999999999999812e-01 3.163999999999999881e-18
8.025999999999999801e-01 3.416999999999999999e-18
8.407000000000000028e-01 3.693000000000000302e-18
8.804999999999999494e-01 3.993999999999999702e-18
9.222000000000000197e-01 4.324999999999999712e-18
9.658999999999999808e-01 4.690999999999999922e-18
1.012000000000000011e+00 5.096999999999999919e-18
1.060000000000000053e+00 5.549999999999999742e-18
1.110000000000000098e+00 6.057999999999999658e-18
1.161999999999999922e+00 6.628999999999999933e-18
1.217000000000000082e+00 7.272999999999999741e-18
1.274999999999999911e+00 8.001999999999999483e-18
1.334999999999999964e+00 8.826000000000000645e-18
1.399000000000000021e+00 9.759000000000000226e-18
1.465000000000000080e+00 1.081000000000000026e-17
1.534000000000000030e+00 1.201000000000000003e-17
1.606999999999999984e+00 1.335000000000000061e-17
1.683000000000000052e+00 1.485000000000000033e-17
1.762999999999999901e+00 1.653000000000000064e-17
1.846000000000000085e+00 1.840000000000000070e-17
1.933999999999999941e+00 2.046999999999999970e-17
2.025999999999999801e+00 2.274000000000000072e-17
2.120999999999999996e+00 2.522999999999999902e-17
2.221999999999999975e+00 2.793999999999999770e-17
2.326999999999999957e+00 3.087000000000000291e-17
2.436999999999999833e+00 3.402000000000000233e-17
2.552999999999999936e+00 3.739000000000000211e-17
2.673999999999999932e+00 4.095999999999999775e-17
2.801000000000000156e+00 4.473000000000000157e-17
2.932999999999999829e+00 4.869000000000000207e-17
3.072000000000000064e+00 5.281000000000000172e-17
3.217999999999999972e+00 5.708999999999999435e-17
3.370000000000000107e+00 6.150000000000000093e-17
3.529999999999999805e+00 6.600999999999999928e-17
3.697000000000000064e+00 7.061000000000000253e-17
3.871999999999999886e+00 7.528000000000000002e-17
4.054999999999999716e+00 7.997999999999999504e-17
4.248000000000000220e+00 8.469000000000000157e-17
4.448999999999999844e+00 8.937999999999999741e-17
4.660000000000000142e+00 9.403999999999999573e-17
4.879999999999999893e+00 9.863999999999999898e-17
5.110999999999999766e+00 1.032000000000000055e-16
5.354000000000000092e+00 1.076000000000000006e-16
5.607000000000000206e+00 1.119000000000000039e-16
5.873000000000000220e+00 1.160000000000000114e-16
6.150999999999999801e+00 1.200000000000000024e-16
6.442000000000000171e+00 1.238000000000000099e-16
6.748000000000000220e+00 1.275000000000000010e-16
7.067000000000000171e+00 1.310000000000000086e-16
7.402000000000000135e+00 1.343000000000000080e-16
7.753000000000000114e+00 1.373999999999999992e-16
8.119999999999999218e+00 1.403000000000000069e-16
8.503999999999999559e+00 1.430000000000000064e-16
8.907000000000000028e+00 1.455999999999999895e-16
9.329000000000000625e+00 1.478999999999999973e-16
9.771000000000000796e+00 1.500999999999999886e-16
1.023000000000000043e+01 1.520999999999999965e-16
1.072000000000000064e+01 1.538999999999999961e-16
1.123000000000000043e+01 1.556000000000000040e-16
1.175999999999999979e+01 1.570000000000000120e-16
1.232000000000000028e+01 1.583999999999999953e-16
1.290000000000000036e+01 1.595999999999999951e-16
1.350999999999999979e+01 1.606000000000000113e-16
1.415000000000000036e+01 1.616000000000000029e-16
1.482000000000000028e+01 1.624000000000000110e-16
1.551999999999999957e+01 1.631000000000000027e-16
1.626000000000000156e+01 1.636000000000000108e-16
1.703000000000000114e+01 1.640999999999999943e-16
1.782999999999999829e+01 1.643999999999999942e-16
1.867999999999999972e+01 1.646999999999999941e-16
1.955999999999999872e+01 1.649000000000000023e-16
2.048999999999999844e+01 1.649999999999999941e-16
2.146000000000000085e+01 1.649999999999999941e-16
2.248000000000000043e+01 1.649000000000000023e-16
2.353999999999999915e+01 1.646999999999999941e-16
2.466000000000000014e+01 1.645000000000000106e-16
2.582999999999999829e+01 1.642000000000000107e-16
2.705000000000000071e+01 1.639000000000000107e-16
2.832999999999999829e+01 1.634999999999999944e-16
2.967000000000000171e+01 1.631000000000000027e-16
3.107999999999999829e+01 1.625999999999999945e-16
3.254999999999999716e+01 1.619999999999999946e-16
3.409000000000000341e+01 1.613999999999999948e-16
3.571000000000000085e+01 1.607999999999999949e-16
3.739999999999999858e+01 1.601999999999999950e-16
3.917000000000000171e+01 1.595999999999999951e-16
4.103000000000000114e+01 1.589999999999999952e-16
4.296999999999999886e+01 1.583999999999999953e-16
4.500999999999999801e+01 1.579000000000000118e-16
4.714000000000000057e+01 1.574000000000000037e-16
4.936999999999999744e+01 1.571000000000000038e-16
